asset_id,hour,current,vibration,temperature,label
PM-000,96,1.3735,0.315,38.4534,0
PM-000,97,1.3318,0.3227,38.4446,0
PM-000,98,1.3302,0.2828,37.9129,0
PM-000,99,1.331,0.327,38.7449,0
PM-000,100,1.3356,0.3034,38.3575,0
PM-000,101,1.3446,0.3235,38.1221,0
PM-000,102,1.3634,0.306,38.5352,0
PM-000,103,1.339,0.3004,38.8527,0
PM-000,104,1.3657,0.2827,38.145,0
PM-000,105,1.3685,0.2916,38.5102,0
PM-000,106,1.3577,0.2991,38.2764,0
PM-000,107,1.3026,0.3361,38.1863,0
PM-000,108,1.3605,0.3188,38.6864,0
PM-000,109,1.3357,0.3126,38.4468,0
PM-000,110,1.3619,0.3269,38.1358,0
PM-000,111,1.3311,0.33,37.6679,0
PM-000,112,1.3758,0.305,38.2777,0
PM-000,113,1.3308,0.3088,38.6604,0
PM-000,114,1.3598,0.317,38.3057,0
PM-000,115,1.3155,0.2969,38.1761,0
PM-000,116,1.3536,0.3106,38.5741,0
PM-000,117,1.3539,0.3104,38.9618,0
PM-000,118,1.3525,0.3031,38.837,0
PM-000,119,1.3684,0.3368,38.2458,0
PM-000,120,1.3639,0.2878,38.5142,0
PM-000,121,1.3413,0.2892,38.5888,0
PM-000,122,1.3082,0.2809,38.3878,0
PM-000,123,1.3558,0.3241,38.5016,0
PM-000,124,1.3739,0.3201,38.2394,0
PM-000,125,1.3429,0.3053,38.3677,0
PM-000,126,1.3225,0.3147,38.2531,0
PM-000,127,1.3499,0.3137,37.5434,0
PM-000,128,1.3264,0.3079,38.2624,0
PM-000,129,1.3496,0.3141,38.7339,0
PM-000,130,1.3507,0.3049,37.7993,0
PM-000,131,1.317,0.3176,38.5972,0
PM-000,132,1.3752,0.2971,38.1879,0
PM-000,133,1.3493,0.3403,38.3135,0
PM-000,134,1.3754,0.3121,38.625,0
PM-000,135,1.3649,0.3121,37.9729,0
PM-000,136,1.339,0.3319,38.5424,0
PM-000,137,1.3357,0.3044,37.7598,0
PM-000,138,1.3733,0.3229,38.2379,0
PM-000,139,1.3484,0.277,38.133,0
PM-000,140,1.3711,0.3243,38.3783,0
PM-000,141,1.3441,0.3215,38.1946,0
PM-000,142,1.3111,0.3095,38.4,0
PM-000,143,1.3669,0.2879,38.2422,0
PM-000,144,1.3429,0.293,38.4253,0
PM-000,145,1.3594,0.3052,38.8956,0
PM-000,146,1.338,0.3029,38.1363,0
PM-000,147,1.3281,0.3012,37.8488,0
PM-000,148,1.3406,0.3104,37.5942,0
PM-000,149,1.3424,0.3102,38.4334,0
PM-000,150,1.3685,0.3223,38.0929,0
PM-000,151,1.3297,0.3183,38.1149,0
PM-000,152,1.3198,0.3452,38.1858,0
PM-000,153,1.3319,0.2767,38.5345,0
PM-000,154,1.3246,0.31,38.5696,0
PM-000,155,1.325,0.3108,38.7362,0
PM-000,156,1.2953,0.2974,38.0077,0
PM-000,157,1.3407,0.3089,37.9607,0
PM-000,158,1.3313,0.298,38.1738,0
PM-000,159,1.3488,0.3232,38.5956,0
PM-000,160,1.3575,0.2965,38.2781,0
PM-000,161,1.3919,0.3248,38.1469,0
PM-000,162,1.376,0.3037,38.0785,0
PM-000,163,1.3723,0.2899,37.7049,0
PM-000,164,1.3632,0.31,38.3173,0
PM-000,165,1.3372,0.306,38.1416,0
PM-000,166,1.3319,0.3038,38.155,0
PM-000,167,1.3278,0.3014,37.5282,0
PM-000,168,1.3581,0.3154,38.2536,0
PM-000,169,1.3492,0.3137,38.0618,0
PM-000,170,1.3338,0.3175,38.3413,0
PM-000,171,1.3853,0.3339,38.5589,0
PM-000,172,1.3292,0.3011,37.9784,0
PM-000,173,1.35,0.2685,38.1415,0
PM-000,174,1.3383,0.2867,38.5184,0
PM-000,175,1.3216,0.3136,39.1142,0
PM-000,176,1.3122,0.3073,38.1568,0
PM-000,177,1.3324,0.321,38.6109,0
PM-000,178,1.3598,0.2987,39.0092,0
PM-000,179,1.309,0.2941,38.33,0
PM-000,180,1.3462,0.3169,38.7531,0
PM-000,181,1.342,0.3113,38.1007,0
PM-000,182,1.3562,0.3048,38.1833,0
PM-000,183,1.3553,0.3251,37.6166,0
PM-000,184,1.3516,0.3055,38.5633,0
PM-000,185,1.3394,0.3291,38.0761,0
PM-000,186,1.2998,0.3253,38.026,0
PM-000,187,1.3128,0.3098,38.2073,0
PM-000,188,1.3609,0.323,38.3077,0
PM-000,189,1.3267,0.3139,38.3286,0
PM-000,190,1.3558,0.2964,38.1589,0
PM-000,191,1.3546,0.3283,38.5688,0
PM-000,192,1.346,0.3023,38.4002,0
PM-000,193,1.3226,0.2973,38.732,0
PM-000,194,1.3524,0.3044,38.5278,0
PM-000,195,1.3701,0.3029,38.1508,0
PM-000,196,1.3334,0.324,38.5711,0
PM-000,197,1.3721,0.3247,37.7894,0
PM-000,198,1.35,0.2937,38.1252,0
PM-000,199,1.3478,0.3221,38.0118,0
PM-000,200,1.2979,0.3123,39.0721,0
PM-000,201,1.3403,0.3103,38.8137,0
PM-000,202,1.3562,0.3128,38.4117,0
PM-000,203,1.3494,0.2925,37.8766,0
PM-000,204,1.3821,0.3123,38.3091,0
PM-000,205,1.3426,0.3213,39.0406,0
PM-000,206,1.3549,0.3007,38.239,0
PM-000,207,1.3658,0.3008,38.5347,0
PM-000,208,1.298,0.3061,38.4675,0
PM-000,209,1.3698,0.2973,37.8282,0
PM-000,210,1.3392,0.2927,38.2343,0
PM-000,211,1.3443,0.2898,38.5204,0
PM-000,212,1.3413,0.3258,37.7256,0
PM-000,213,1.3241,0.3173,38.0393,0
PM-000,214,1.3411,0.3096,38.3265,0
PM-000,215,1.3309,0.3118,38.0443,0
PM-000,216,1.3579,0.3078,38.3256,0
PM-000,217,1.3958,0.293,38.6956,0
PM-000,218,1.2912,0.2784,37.9068,0
PM-000,219,1.3209,0.3126,38.366,0
PM-000,220,1.3393,0.3073,38.4374,0
PM-000,221,1.3611,0.2897,38.1705,0
PM-000,222,1.343,0.3168,38.0472,0
PM-000,223,1.3426,0.31,38.0677,0
PM-000,224,1.3298,0.311,38.2399,0
PM-000,225,1.3544,0.2938,38.1738,0
PM-000,226,1.3398,0.3218,37.9969,0
PM-000,227,1.3491,0.3134,38.773,0
PM-000,228,1.3243,0.2997,37.9978,0
PM-000,229,1.311,0.336,37.9066,0
PM-000,230,1.3281,0.3293,37.7531,0
PM-000,231,1.3595,0.2884,38.653,0
PM-000,232,1.301,0.2833,38.1156,0
PM-000,233,1.3638,0.3091,38.1783,0
PM-000,234,1.3713,0.3419,38.4807,0
PM-000,235,1.3319,0.3033,37.8925,0
PM-000,236,1.3464,0.2851,38.4446,0
PM-000,237,1.3845,0.3203,38.1383,0
PM-000,238,1.3549,0.3339,38.7502,0
PM-000,239,1.3243,0.3172,38.2316,0
PM-000,240,1.3605,0.3153,37.5681,0
PM-000,241,1.3374,0.3125,37.8487,0
PM-000,242,1.356,0.2867,38.0395,0
PM-000,243,1.3712,0.2963,38.4512,0
PM-000,244,1.3093,0.3408,38.1877,0
PM-000,245,1.3463,0.3123,38.4613,0
PM-000,246,1.314,0.3095,38.0814,0
PM-000,247,1.3106,0.3244,38.1734,0
PM-000,248,1.3493,0.3123,38.1786,0
PM-000,249,1.3839,0.3089,37.8117,0
PM-000,250,1.3364,0.3171,38.4388,0
PM-000,251,1.3227,0.3235,37.7502,0
PM-000,252,1.3673,0.2898,38.2112,0
PM-000,253,1.3657,0.3114,38.5241,0
PM-000,254,1.3568,0.3289,38.5977,0
PM-000,255,1.3353,0.3191,37.8211,0
PM-000,256,1.3432,0.3218,38.3192,0
PM-000,257,1.3533,0.3064,38.6178,0
PM-000,258,1.3428,0.3026,38.545,0
PM-000,259,1.3163,0.3171,37.9663,0
PM-000,260,1.37,0.3057,38.3195,0
PM-000,261,1.3527,0.2806,38.0839,0
PM-000,262,1.3653,0.3226,38.364,0
PM-000,263,1.3174,0.3183,38.4931,0
PM-000,264,1.3453,0.3279,38.074,0
PM-000,265,1.3342,0.2723,38.555,0
PM-000,266,1.3507,0.2843,37.7515,0
PM-000,267,1.327,0.3215,38.1889,0
PM-000,268,1.3283,0.2945,37.9638,0
PM-000,269,1.3057,0.2915,37.9579,0
PM-000,270,1.3581,0.3071,38.0314,0
PM-000,271,1.3906,0.2996,38.6292,0
PM-000,272,1.3768,0.286,38.3012,0
PM-000,273,1.3341,0.3006,38.4457,0
PM-000,274,1.3319,0.3021,38.2286,0
PM-000,275,1.3369,0.292,38.5178,0
PM-000,276,1.3654,0.3147,38.1661,0
PM-000,277,1.3303,0.299,38.9863,0
PM-000,278,1.3632,0.297,38.3285,0
PM-000,279,1.3372,0.3183,38.4421,0
PM-000,280,1.3661,0.2968,38.3105,0
PM-000,281,1.3094,0.2907,38.5443,0
PM-000,282,1.3254,0.297,38.2766,0
PM-000,283,1.3583,0.2937,37.2348,0
PM-000,284,1.327,0.3277,38.382,0
PM-000,285,1.3709,0.2926,37.7872,0
PM-000,286,1.3537,0.3132,38.3707,0
PM-000,287,1.3631,0.3159,38.4007,0
PM-000,288,1.3587,0.3171,38.5363,0
PM-000,289,1.3646,0.3325,38.0843,0
PM-000,290,1.354,0.304,38.029,0
PM-000,291,1.3306,0.317,38.4045,0
PM-000,292,1.3524,0.3062,38.2801,0
PM-000,293,1.3608,0.2872,38.2864,0
PM-000,294,1.3462,0.3209,37.874,0
PM-000,295,1.3743,0.3128,38.359,0
PM-000,296,1.3364,0.3176,38.2934,0
PM-000,297,1.3686,0.2879,38.3317,0
PM-000,298,1.3526,0.3068,38.1576,0
PM-000,299,1.3371,0.3122,37.7361,0
PM-000,300,1.3637,0.3024,38.3174,0
PM-000,301,1.3517,0.3017,38.2397,0
PM-000,302,1.3037,0.3205,38.6031,0
PM-000,303,1.3104,0.3035,37.9101,0
PM-000,304,1.3409,0.3193,38.5752,0
PM-000,305,1.3668,0.3292,38.2123,0
PM-000,306,1.3215,0.3078,38.469,0
PM-000,307,1.3199,0.3345,38.5484,0
PM-000,308,1.3403,0.2989,38.0783,0
PM-000,309,1.3459,0.3061,38.5642,0
PM-000,310,1.3375,0.3171,38.2704,0
PM-000,311,1.3498,0.3061,38.4914,0
PM-000,312,1.3589,0.3165,38.4613,0
PM-000,313,1.3255,0.3144,38.6538,0
PM-000,314,1.3542,0.2941,38.2641,0
PM-000,315,1.3519,0.2982,37.8716,0
PM-000,316,1.3381,0.2985,38.2748,0
PM-000,317,1.3126,0.318,38.0887,0
PM-000,318,1.3643,0.3054,38.2714,0
PM-000,319,1.3409,0.2992,39.0207,0
PM-000,320,1.3345,0.3249,37.951,0
PM-000,321,1.3518,0.3168,38.2718,0
PM-000,322,1.333,0.3056,38.1581,0
PM-000,323,1.3924,0.3092,38.4365,0
PM-000,324,1.38,0.2964,38.2903,0
PM-000,325,1.339,0.3083,38.2253,0
PM-000,326,1.3298,0.3125,37.9603,0
PM-000,327,1.3642,0.3189,38.131,0
PM-000,328,1.3355,0.3137,38.0395,0
PM-000,329,1.3806,0.3149,38.397,0
PM-000,330,1.358,0.3009,38.6057,0
PM-000,331,1.3467,0.3238,38.2197,0
PM-000,332,1.3708,0.3156,38.9338,0
PM-000,333,1.337,0.3126,37.9696,0
PM-000,334,1.3338,0.3188,38.6178,0
PM-000,335,1.4037,0.3081,37.9991,0
PM-000,336,1.3595,0.2926,38.4483,0
PM-000,337,1.3344,0.3127,38.6064,0
PM-000,338,1.3422,0.3236,38.541,0
PM-000,339,1.3071,0.296,37.8105,0
PM-000,340,1.3844,0.308,38.8133,0
PM-000,341,1.3117,0.301,38.5192,0
PM-000,342,1.348,0.3176,37.9029,0
PM-000,343,1.3719,0.3212,38.3995,0
PM-000,344,1.3307,0.3144,38.1916,0
PM-000,345,1.3114,0.3088,38.232,0
PM-000,346,1.3657,0.2761,38.3496,0
PM-000,347,1.3213,0.3144,38.3913,0
PM-000,348,1.3427,0.3217,37.9053,0
PM-000,349,1.3666,0.2989,37.8123,0
PM-000,350,1.339,0.2781,38.3553,0
PM-000,351,1.3392,0.3281,38.4737,0
PM-000,352,1.3166,0.297,38.4352,0
PM-000,353,1.3613,0.3279,38.6434,0
PM-000,354,1.3426,0.315,38.6687,0
PM-000,355,1.3383,0.3153,38.181,0
PM-000,356,1.3334,0.3103,38.0728,0
PM-000,357,1.3418,0.294,38.222,0
PM-000,358,1.3534,0.3007,38.2818,0
PM-000,359,1.3472,0.3164,38.239,0
PM-000,360,1.3661,0.2781,39.1604,0
PM-000,361,1.327,0.3156,37.9975,0
PM-000,362,1.3573,0.3137,38.0838,0
PM-000,363,1.3659,0.3071,38.4432,0
PM-000,364,1.3261,0.3091,38.8801,0
PM-000,365,1.3637,0.3142,38.1444,0
PM-000,366,1.3458,0.3125,38.4138,0
PM-000,367,1.3229,0.3196,37.9522,0
PM-000,368,1.377,0.298,38.368,0
PM-000,369,1.3645,0.3058,38.3812,0
PM-000,370,1.3731,0.318,38.3857,0
PM-000,371,1.3107,0.2956,38.5931,0
PM-000,372,1.3558,0.3204,38.4697,0
PM-000,373,1.3702,0.3056,38.3152,0
PM-000,374,1.3238,0.2904,37.7859,0
PM-000,375,1.3267,0.3329,37.8132,0
PM-000,376,1.3383,0.2902,38.0987,0
PM-000,377,1.3478,0.2991,38.6059,0
PM-000,378,1.3751,0.2758,38.0741,0
PM-000,379,1.3456,0.3265,38.1428,0
PM-000,380,1.344,0.2922,37.8192,0
PM-000,381,1.3733,0.2822,38.9776,0
PM-000,382,1.3589,0.3198,38.4517,0
PM-000,383,1.3394,0.3154,38.2224,0
PM-000,384,1.3555,0.3091,37.9939,0
PM-000,385,1.327,0.2948,38.5703,0
PM-000,386,1.3321,0.2809,38.3981,0
PM-000,387,1.3747,0.3212,38.098,0
PM-000,388,1.3127,0.3076,38.2313,0
PM-000,389,1.325,0.3178,38.833,0
PM-000,390,1.3489,0.312,37.9979,0
PM-000,391,1.3724,0.3084,38.1054,0
PM-000,392,1.3457,0.3166,38.3208,0
PM-000,393,1.3685,0.3153,38.1939,0
PM-000,394,1.3524,0.3171,37.8901,0
PM-000,395,1.3674,0.3051,38.1964,0
PM-000,396,1.3594,0.3208,38.0688,0
PM-000,397,1.3605,0.3012,38.8249,0
PM-000,398,1.3278,0.3132,38.0444,0
PM-000,399,1.3889,0.291,38.4364,0
PM-000,400,1.3297,0.3043,38.4151,0
PM-000,401,1.3689,0.3339,37.818,0
PM-000,402,1.3498,0.3315,37.7734,0
PM-000,403,1.3507,0.3095,38.4034,0
PM-000,404,1.329,0.288,37.7051,0
PM-000,405,1.3639,0.3261,38.3698,0
PM-000,406,1.3337,0.2852,38.448,0
PM-000,407,1.3224,0.2989,38.1031,0
PM-000,408,1.3405,0.2982,38.2891,0
PM-000,409,1.332,0.3201,38.5884,0
PM-000,410,1.3466,0.3165,38.9144,0
PM-000,411,1.321,0.2911,38.4875,0
PM-000,412,1.3833,0.3057,38.7971,0
PM-000,413,1.3463,0.2994,37.9818,0
PM-000,414,1.357,0.2958,38.3034,0
PM-000,415,1.3761,0.305,38.6732,0
PM-000,416,1.3201,0.3016,37.8569,0
PM-000,417,1.3459,0.3213,38.3016,0
PM-000,418,1.3689,0.2983,38.3466,0
PM-000,419,1.3339,0.315,38.4302,0
PM-000,420,1.3561,0.2935,38.0121,0
PM-000,421,1.3303,0.306,38.3052,0
PM-000,422,1.3586,0.2968,37.7987,0
PM-000,423,1.3875,0.2926,38.5299,0
PM-000,424,1.345,0.3133,38.2786,0
PM-000,425,1.3367,0.3165,38.1475,0
PM-000,426,1.3677,0.3181,38.4589,0
PM-000,427,1.3343,0.306,37.9227,0
PM-000,428,1.3373,0.294,38.673,0
PM-000,429,1.3454,0.3121,38.2115,0
PM-000,430,1.3484,0.3465,38.189,0
PM-000,431,1.3314,0.3175,37.5213,0
PM-000,432,1.3457,0.304,37.9813,0
PM-000,433,1.3546,0.3104,37.7383,0
PM-000,434,1.3315,0.2662,38.367,0
PM-000,435,1.3501,0.2977,38.4411,0
PM-000,436,1.3188,0.2951,38.4042,0
PM-000,437,1.3306,0.3086,38.1099,0
PM-000,438,1.3362,0.3041,38.067,0
PM-000,439,1.3505,0.3001,38.2837,0
PM-000,440,1.3298,0.2866,38.5528,0
PM-000,441,1.3544,0.3439,37.9658,0
PM-000,442,1.3402,0.3076,38.5759,0
PM-000,443,1.3343,0.292,38.6414,0
PM-000,444,1.3381,0.3227,38.5077,0
PM-000,445,1.3438,0.307,38.1616,0
PM-000,446,1.3441,0.3225,38.0401,0
PM-000,447,1.3466,0.2928,37.9808,0
PM-000,448,1.3438,0.2802,38.8972,0
PM-000,449,1.3205,0.309,38.6295,0
PM-000,450,1.3271,0.275,38.1456,0
PM-000,451,1.3269,0.2754,38.3645,0
PM-000,452,1.3485,0.3267,37.9428,0
PM-000,453,1.3124,0.3035,38.2525,0
PM-000,454,1.3628,0.3307,38.6434,0
PM-000,455,1.3499,0.3216,38.0869,0
PM-000,456,1.3478,0.2917,38.2978,0
PM-000,457,1.3462,0.3354,38.2103,0
PM-000,458,1.3462,0.3131,38.1426,0
PM-000,459,1.3284,0.329,37.9848,0
PM-000,460,1.3178,0.3198,38.6264,0
PM-000,461,1.3354,0.303,38.3638,0
PM-000,462,1.3302,0.2978,38.5429,0
PM-000,463,1.3565,0.3292,37.9033,0
PM-000,464,1.3344,0.3138,38.0014,0
PM-000,465,1.3572,0.3279,38.104,0
PM-000,466,1.3452,0.3314,38.8188,0
PM-000,467,1.3593,0.3185,38.0229,0
PM-000,468,1.3516,0.3179,38.2159,0
PM-000,469,1.3325,0.2903,37.7577,0
PM-000,470,1.3054,0.3183,38.3234,0
PM-000,471,1.3347,0.3046,38.3422,0
PM-000,472,1.3411,0.2895,38.5529,0
PM-000,473,1.3505,0.3136,38.5303,0
PM-000,474,1.3281,0.3278,38.237,0
PM-000,475,1.3622,0.3206,37.9674,0
PM-000,476,1.3545,0.3145,38.2881,0
PM-000,477,1.3425,0.3083,38.5228,0
PM-000,478,1.356,0.31,37.8315,0
PM-000,479,1.3543,0.3204,38.9692,0
PM-001,0,1.4688,0.3227,36.6262,0
PM-001,1,1.4672,0.3149,35.8719,0
PM-001,2,1.4496,0.3042,36.0651,0
PM-001,3,1.4655,0.342,36.3576,0
PM-001,4,1.4299,0.3236,36.5982,0
PM-001,5,1.4416,0.315,36.2436,0
PM-001,6,1.4381,0.3267,36.203,0
PM-001,7,1.4622,0.3037,36.108,0
PM-001,8,1.4682,0.3114,36.7573,0
PM-001,9,1.4458,0.3203,36.519,0
PM-001,10,1.4254,0.2906,35.7815,0
PM-001,11,1.479,0.3087,37.0067,0
PM-001,12,1.4425,0.3197,36.7019,0
PM-001,13,1.4939,0.3479,36.6017,0
PM-001,14,1.4743,0.3259,36.4727,0
PM-001,15,1.4427,0.3047,36.2382,0
PM-001,16,1.4504,0.3102,36.4482,0
PM-001,17,1.4729,0.3183,36.6825,0
PM-001,18,1.4309,0.3141,36.0242,0
PM-001,19,1.4164,0.3157,36.2027,0
PM-001,20,1.484,0.3264,35.932,0
PM-001,21,1.4909,0.3353,36.4139,0
PM-001,22,1.4492,0.3026,36.1276,0
PM-001,23,1.4755,0.3452,36.7022,0
PM-001,24,1.444,0.3002,36.2815,0
PM-001,25,1.4184,0.3218,36.195,0
PM-001,26,1.4445,0.293,36.3933,0
PM-001,27,1.4431,0.2994,35.3776,0
PM-001,28,1.4532,0.3435,36.7376,0
PM-001,29,1.4446,0.3079,36.3799,0
PM-001,30,1.4338,0.3215,36.4691,0
PM-001,31,1.4783,0.3155,36.1781,0
PM-001,32,1.4362,0.3046,36.1713,0
PM-001,33,1.4611,0.3307,35.9983,0
PM-001,34,1.4836,0.3129,36.2328,0
PM-001,35,1.4388,0.2806,36.5045,0
PM-001,36,1.4685,0.3127,36.2593,0
PM-001,37,1.4641,0.2935,36.0805,0
PM-001,38,1.4697,0.2982,36.3273,0
PM-001,39,1.4266,0.324,36.2285,0
PM-001,40,1.4215,0.3344,36.0189,0
PM-001,41,1.4376,0.32,36.5838,0
PM-001,42,1.4335,0.3179,36.3679,0
PM-001,43,1.4676,0.3196,36.1291,0
PM-001,44,1.4372,0.3183,35.9176,0
PM-001,45,1.3953,0.3235,36.5104,0
PM-001,46,1.4065,0.3018,36.425,0
PM-001,47,1.4949,0.3173,36.0208,0
PM-001,48,1.4501,0.3376,36.0454,0
PM-001,49,1.4378,0.3097,35.9532,0
PM-001,50,1.4562,0.3413,36.3362,0
PM-001,51,1.4487,0.3126,35.7703,0
PM-001,52,1.4714,0.3158,36.1851,0
PM-001,53,1.5176,0.3214,36.0137,0
PM-001,54,1.4452,0.3342,36.2732,0
PM-001,55,1.425,0.3308,36.0388,0
PM-001,56,1.4912,0.3332,36.105,0
PM-001,57,1.4794,0.318,36.4951,0
PM-001,58,1.4635,0.3043,36.0462,0
PM-001,59,1.4744,0.3119,36.1181,0
PM-001,60,1.4347,0.3233,36.858,0
PM-001,61,1.4324,0.3173,36.6629,0
PM-001,62,1.4522,0.3238,35.9205,0
PM-001,63,1.4623,0.3142,36.535,0
PM-001,64,1.4775,0.3558,36.4131,0
PM-001,65,1.4603,0.3199,36.1333,0
PM-001,66,1.4605,0.3125,36.2898,0
PM-001,67,1.4801,0.3019,36.5812,0
PM-001,68,1.4801,0.3152,35.6027,0
PM-001,69,1.4416,0.3364,36.2324,0
PM-001,70,1.4338,0.3094,36.4914,0
PM-001,71,1.4647,0.3134,36.1292,0
PM-001,72,1.4459,0.3031,36.7238,0
PM-001,73,1.4473,0.3352,36.6956,0
PM-001,74,1.4737,0.3105,36.3604,0
PM-001,75,1.4533,0.3034,36.3365,0
PM-001,76,1.4302,0.3348,36.0999,0
PM-001,77,1.4578,0.3212,36.1616,0
PM-001,78,1.4655,0.3098,36.5006,0
PM-001,79,1.4269,0.3189,36.8209,0
PM-001,80,1.4338,0.3068,36.3934,0
PM-001,81,1.4574,0.3222,36.386,0
PM-001,82,1.4665,0.3336,36.3622,0
PM-001,83,1.4489,0.3271,36.8092,0
PM-001,84,1.4511,0.3023,36.5714,0
PM-001,85,1.4514,0.2844,36.4935,0
PM-001,86,1.4431,0.3156,36.3388,0
PM-001,87,1.4576,0.3276,36.1086,0
PM-001,88,1.464,0.3131,36.4609,0
PM-001,89,1.4661,0.3029,36.565,0
PM-001,90,1.4431,0.3291,36.3494,0
PM-001,91,1.4905,0.3136,36.1344,0
PM-001,92,1.4534,0.3124,36.4792,0
PM-001,93,1.4214,0.3012,35.9189,0
PM-001,94,1.4728,0.3426,36.2079,0
PM-001,95,1.4504,0.318,36.5878,0
PM-001,96,1.4352,0.3205,36.5318,0
PM-001,97,1.4638,0.3198,36.5396,0
PM-001,98,1.3997,0.3271,36.043,0
PM-001,99,1.4172,0.3246,36.6513,0
PM-001,100,1.451,0.3313,36.7229,0
PM-001,101,1.4801,0.3416,36.4619,0
PM-001,102,1.4553,0.2929,36.1654,0
PM-001,103,1.4369,0.3495,36.1865,0
PM-001,104,1.4562,0.3252,36.2523,0
PM-001,105,1.4877,0.3076,36.2976,0
PM-001,106,1.4389,0.2972,36.0557,0
PM-001,107,1.453,0.3105,36.0315,0
PM-001,108,1.4256,0.3157,35.7878,0
